case,hearing_date,parcel,district,FULL_ADDRESS,ZIP_CODE,USE_DESCRIPTION,ACREAGE,YEAR_BUILT,applicant,representative,staff,description,geometry
REZ-2024-100545,2024-07-11,766-745-8010,TUCKAHOE,6641 W BROAD ST,23230-1700,Office,,2008,Forest Avenue Office LLC,Andrew M. Condlin,Livingston Lewis,"TUCKAHOE: REZ-2024-100545 Andrew M. Condlin for Forest Avenue Office LLC: Request to rezone from B-2C Business District (Conditional), B-3C Business District (Conditional), O-3C Office District (Conditional), and M-1 Light Industrial District to UMU-PDC Urban Mixed Use – Planned Development District (Conditional) Parcels 766-744-5757, 766-744-5838, 766-745-8010, 767-744-3162, 767-744-6580, 767-744-7864, 767-744-9052, 767-745-5610, 766-745-8230, and 767-744-6325 containing 52.41 acres located at the northwest intersection of W Broad Street (U.S. Route 250) and Forest Avenue. The applicant proposes rezoning for a mixed-use development with residential uses. The uses will be controlled by zoning ordinance regulations and proffered conditions. The 2026 Comprehensive Plan recommends Office and Commercial Concentration. The site is located in the Enterprise Zone. Staff – Livingston Lewis","MULTIPOLYGON (((-77.52138 37.60367, -77.52138 37.6037, -77.52138 37.60382, -77.52138 37.60487, -77.51896 37.60488, -77.51857 37.60488, -77.51856 37.60441, -77.51845 37.60441, -77.51845 37.6038, -77.51896 37.6038, -77.51905 37.6038, -77.51905 37.60354, -77.51926 37.60354, -77.51942 37.60354, -77.51942 37.60361, -77.52019 37.60361, -77.52019 37.60368, -77.52138 37.60367)))"
REZ-2024-100545,2024-07-11,767-744-3162,TUCKAHOE,6603 W BROAD ST,23230-1711,Office,,1969,Forest Avenue Office LLC,Andrew M. Condlin,Livingston Lewis,"TUCKAHOE: REZ-2024-100545 Andrew M. Condlin for Forest Avenue Office LLC: Request to rezone from B-2C Business District (Conditional), B-3C Business District (Conditional), O-3C Office District (Conditional), and M-1 Light Industrial District to UMU-PDC Urban Mixed Use – Planned Development District (Conditional) Parcels 766-744-5757, 766-744-5838, 766-745-8010, 767-744-3162, 767-744-6580, 767-744-7864, 767-744-9052, 767-745-5610, 766-745-8230, and 767-744-6325 containing 52.41 acres located at the northwest intersection of W Broad Street (U.S. Route 250) and Forest Avenue. The applicant proposes rezoning for a mixed-use development with residential uses. The uses will be controlled by zoning ordinance regulations and proffered conditions. The 2026 Comprehensive Plan recommends Office and Commercial Concentration. The site is located in the Enterprise Zone. Staff – Livingston Lewis","MULTIPOLYGON (((-77.51905 37.60354, -77.51905 37.6038, -77.51896 37.6038, -77.51845 37.6038, -77.51734 37.6038, -77.51734 37.60323, -77.51734 37.60322, -77.51734 37.60321, -77.51734 37.6032, -77.51734 37.60318, -77.51734 37.60317, -77.51734 37.60316, -77.51733 37.60315, -77.51733 37.60314, -77.51733 37.60313, -77.51733 37.60312, -77.51733 37.60312, -77.51732 37.6031, -77.51732 37.60309, -77.51732 37.60308, -77.51731 37.60307, -77.51731 37.60306, -77.5173 37.60305, -77.5173 37.60304, -77.5173 37.60303, -77.51729 37.60302, -77.51728 37.60301, -77.51728 37.603, -77.51727 37.60299, -77.51727 37.60298, -77.51726 37.60297, -77.51725 37.60296, -77.51725 37.60295, -77.51724 37.60294, -77.51723 37.60293, -77.51722 37.60292, -77.51721 37.60291, -77.5172 37.6029, -77.5172 37.60289, -77.51719 37.60289, -77.51719 37.60288, -77.51718 37.60253, -77.51718 37.60219, -77.51903 37.60219, -77.51903 37.60354, -77.51905 37.60354)))"
REZ-2024-100545,2024-07-11,767-744-6580,TUCKAHOE,W BROAD ST,23226,Vacant Comm B1-B3,,,Forest Avenue Office LLC,Andrew M. Condlin,Livingston Lewis,"TUCKAHOE: REZ-2024-100545 Andrew M. Condlin for Forest Avenue Office LLC: Request to rezone from B-2C Business District (Conditional), B-3C Business District (Conditional), O-3C Office District (Conditional), and M-1 Light Industrial District to UMU-PDC Urban Mixed Use – Planned Development District (Conditional) Parcels 766-744-5757, 766-744-5838, 766-745-8010, 767-744-3162, 767-744-6580, 767-744-7864, 767-744-9052, 767-745-5610, 766-745-8230, and 767-744-6325 containing 52.41 acres located at the northwest intersection of W Broad Street (U.S. Route 250) and Forest Avenue. The applicant proposes rezoning for a mixed-use development with residential uses. The uses will be controlled by zoning ordinance regulations and proffered conditions. The 2026 Comprehensive Plan recommends Office and Commercial Concentration. The site is located in the Enterprise Zone. Staff – Livingston Lewis","MULTIPOLYGON (((-77.517 37.60323, -77.51734 37.60323, -77.51734 37.6038, -77.51734 37.60386, -77.51671 37.60386, -77.51653 37.60377, -77.517 37.60323)))"
REZ-2024-100545,2024-07-11,767-744-7864,TUCKAHOE,6627 W BROAD ST,23230-1723,Office - Medical,,2014,Forest Avenue Office LLC,Andrew M. Condlin,Livingston Lewis,"TUCKAHOE: REZ-2024-100545 Andrew M. Condlin for Forest Avenue Office LLC: Request to rezone from B-2C Business District (Conditional), B-3C Business District (Conditional), O-3C Office District (Conditional), and M-1 Light Industrial District to UMU-PDC Urban Mixed Use – Planned Development District (Conditional) Parcels 766-744-5757, 766-744-5838, 766-745-8010, 767-744-3162, 767-744-6580, 767-744-7864, 767-744-9052, 767-745-5610, 766-745-8230, and 767-744-6325 containing 52.41 acres located at the northwest intersection of W Broad Street (U.S. Route 250) and Forest Avenue. The applicant proposes rezoning for a mixed-use development with residential uses. The uses will be controlled by zoning ordinance regulations and proffered conditions. The 2026 Comprehensive Plan recommends Office and Commercial Concentration. The site is located in the Enterprise Zone. Staff – Livingston Lewis","MULTIPOLYGON (((-77.51633 37.60268, -77.51613 37.60271, -77.51611 37.60261, -77.51591 37.60264, -77.51586 37.60241, -77.51531 37.60236, -77.5153 37.60233, -77.51544 37.60219, -77.51718 37.60219, -77.51718 37.60253, -77.51719 37.60288, -77.51719 37.60289, -77.5172 37.60289, -77.5172 37.6029, -77.51721 37.60291, -77.51722 37.60292, -77.51723 37.60293, -77.51724 37.60294, -77.51725 37.60295, -77.51725 37.60296, -77.51726 37.60297, -77.51727 37.60298, -77.51727 37.60299, -77.51728 37.603, -77.51728 37.60301, -77.51729 37.60302, -77.5173 37.60303, -77.5173 37.60304, -77.5173 37.60305, -77.51731 37.60306, -77.51731 37.60307, -77.51732 37.60308, -77.51732 37.60309, -77.51732 37.6031, -77.51733 37.60312, -77.51733 37.60312, -77.51733 37.60313, -77.51733 37.60314, -77.51733 37.60315, -77.51734 37.60316, -77.51734 37.60317, -77.51734 37.60318, -77.51734 37.6032, -77.51734 37.60321, -77.51734 37.60322, -77.51734 37.60323, -77.517 37.60323, -77.51653 37.60377, -77.5161 37.60425, -77.51586 37.60399, -77.51558 37.6035, -77.51555 37.60344, -77.51554 37.6034, -77.51551 37.60325, -77.51603 37.60317, -77.5163 37.60308, -77.51625 37.60283, -77.51635 37.60281, -77.51633 37.60268)))"
REZ-2024-100545,2024-07-11,767-744-9052,TUCKAHOE,6623 W BROAD ST,23230,Restaurant,,2009,Forest Avenue Office LLC,Andrew M. Condlin,Livingston Lewis,"TUCKAHOE: REZ-2024-100545 Andrew M. Condlin for Forest Avenue Office LLC: Request to rezone from B-2C Business District (Conditional), B-3C Business District (Conditional), O-3C Office District (Conditional), and M-1 Light Industrial District to UMU-PDC Urban Mixed Use – Planned Development District (Conditional) Parcels 766-744-5757, 766-744-5838, 766-745-8010, 767-744-3162, 767-744-6580, 767-744-7864, 767-744-9052, 767-745-5610, 766-745-8230, and 767-744-6325 containing 52.41 acres located at the northwest intersection of W Broad Street (U.S. Route 250) and Forest Avenue. The applicant proposes rezoning for a mixed-use development with residential uses. The uses will be controlled by zoning ordinance regulations and proffered conditions. The 2026 Comprehensive Plan recommends Office and Commercial Concentration. The site is located in the Enterprise Zone. Staff – Livingston Lewis","MULTIPOLYGON (((-77.51532 37.60243, -77.51531 37.60236, -77.51586 37.60241, -77.51591 37.60264, -77.51611 37.60261, -77.51613 37.60271, -77.51633 37.60268, -77.51635 37.60281, -77.51625 37.60283, -77.5163 37.60308, -77.51603 37.60317, -77.51551 37.60325, -77.51532 37.60243)))"
REZ-2024-100545,2024-07-11,767-745-5610,TUCKAHOE,6631 W BROAD ST,23230-1723,Motel/Hotel,,2009,Forest Avenue Office LLC,Andrew M. Condlin,Livingston Lewis,"TUCKAHOE: REZ-2024-100545 Andrew M. Condlin for Forest Avenue Office LLC: Request to rezone from B-2C Business District (Conditional), B-3C Business District (Conditional), O-3C Office District (Conditional), and M-1 Light Industrial District to UMU-PDC Urban Mixed Use – Planned Development District (Conditional) Parcels 766-744-5757, 766-744-5838, 766-745-8010, 767-744-3162, 767-744-6580, 767-744-7864, 767-744-9052, 767-745-5610, 766-745-8230, and 767-744-6325 containing 52.41 acres located at the northwest intersection of W Broad Street (U.S. Route 250) and Forest Avenue. The applicant proposes rezoning for a mixed-use development with residential uses. The uses will be controlled by zoning ordinance regulations and proffered conditions. The 2026 Comprehensive Plan recommends Office and Commercial Concentration. The site is located in the Enterprise Zone. Staff – Livingston Lewis","MULTIPOLYGON (((-77.51857 37.60488, -77.51774 37.60488, -77.51757 37.60521, -77.51673 37.60494, -77.5161 37.60425, -77.51653 37.60377, -77.51671 37.60386, -77.51734 37.60386, -77.51734 37.6038, -77.51845 37.6038, -77.51845 37.60441, -77.51856 37.60441, -77.51857 37.60488)))"
REZ-2024-100545,2024-07-11,766-745-8230,TUCKAHOE,W BROAD ST,23226,Vacant Common Area (HOA),,0,Forest Avenue Office LLC,Andrew M. Condlin,Livingston Lewis,"TUCKAHOE: REZ-2024-100545 Andrew M. Condlin for Forest Avenue Office LLC: Request to rezone from B-2C Business District (Conditional), B-3C Business District (Conditional), O-3C Office District (Conditional), and M-1 Light Industrial District to UMU-PDC Urban Mixed Use – Planned Development District (Conditional) Parcels 766-744-5757, 766-744-5838, 766-745-8010, 767-744-3162, 767-744-6580, 767-744-7864, 767-744-9052, 767-745-5610, 766-745-8230, and 767-744-6325 containing 52.41 acres located at the northwest intersection of W Broad Street (U.S. Route 250) and Forest Avenue. The applicant proposes rezoning for a mixed-use development with residential uses. The uses will be controlled by zoning ordinance regulations and proffered conditions. The 2026 Comprehensive Plan recommends Office and Commercial Concentration. The site is located in the Enterprise Zone. Staff – Livingston Lewis","MULTIPOLYGON (((-77.52138 37.60487, -77.52138 37.60496, -77.52199 37.60496, -77.52199 37.60519, -77.52205 37.60533, -77.52138 37.60552, -77.52106 37.60561, -77.52011 37.60563, -77.51807 37.60538, -77.51757 37.60521, -77.51774 37.60488, -77.51857 37.60488, -77.51896 37.60488, -77.52138 37.60487)))"
REZ-2024-100545,2024-07-11,767-744-6325,TUCKAHOE,W BROAD ST,23226,Vacant Common Area (HOA),,9999,Forest Avenue Office LLC,Andrew M. Condlin,Livingston Lewis,"TUCKAHOE: REZ-2024-100545 Andrew M. Condlin for Forest Avenue Office LLC: Request to rezone from B-2C Business District (Conditional), B-3C Business District (Conditional), O-3C Office District (Conditional), and M-1 Light Industrial District to UMU-PDC Urban Mixed Use – Planned Development District (Conditional) Parcels 766-744-5757, 766-744-5838, 766-745-8010, 767-744-3162, 767-744-6580, 767-744-7864, 767-744-9052, 767-745-5610, 766-745-8230, and 767-744-6325 containing 52.41 acres located at the northwest intersection of W Broad Street (U.S. Route 250) and Forest Avenue. The applicant proposes rezoning for a mixed-use development with residential uses. The uses will be controlled by zoning ordinance regulations and proffered conditions. The 2026 Comprehensive Plan recommends Office and Commercial Concentration. The site is located in the Enterprise Zone. Staff – Livingston Lewis","MULTIPOLYGON (((-77.52509 37.60248, -77.52507 37.60246, -77.52501 37.60242, -77.52496 37.60239, -77.52491 37.60236, -77.52487 37.60234, -77.52481 37.60231, -77.52474 37.60228, -77.52468 37.60226, -77.52464 37.60225, -77.52459 37.60224, -77.52454 37.60223, -77.52448 37.60222, -77.52443 37.60221, -77.52438 37.60221, -77.52434 37.60221, -77.52429 37.60221, -77.52371 37.60221, -77.52368 37.60223, -77.52363 37.60223, -77.5225 37.60223, -77.52138 37.60219, -77.52029 37.60219, -77.51903 37.60219, -77.51718 37.60219, -77.51544 37.60219, -77.51539 37.60197, -77.51878 37.60197, -77.51899 37.6012, -77.51907 37.60117, -77.51907 37.60151, -77.51944 37.60186, -77.52097 37.60172, -77.52098 37.60174, -77.52099 37.60177, -77.521 37.6018, -77.52101 37.60184, -77.52103 37.60188, -77.52117 37.60186, -77.52142 37.60184, -77.52163 37.60182, -77.52183 37.6018, -77.52203 37.60178, -77.52223 37.60176, -77.52277 37.60171, -77.52297 37.60169, -77.5232 37.60167, -77.5233 37.60166, -77.5233 37.60195, -77.5238 37.60195, -77.52429 37.60195, -77.52439 37.60195, -77.52446 37.60196, -77.52454 37.60196, -77.52462 37.60198, -77.52469 37.60199, -77.52477 37.60201, -77.52486 37.60204, -77.52495 37.60207, -77.52503 37.60211, -77.52511 37.60215, -77.52518 37.60219, -77.52525 37.60224, -77.52533 37.6023, -77.52539 37.60235, -77.52544 37.60235, -77.52613 37.60303, -77.52585 37.60321, -77.52515 37.60254, -77.52511 37.6025, -77.52509 37.60248)))"
PUP-2024-101026,2024-07-11,823-720-9629,VARINA,301 S AIRPORT DR,23075,Vacant Comm B1-B3,,,"Hull St Properties, LLC",Jeffrey P Geiger,Molly Mallow,"PUP-2024-101026 Jeffrey P Geiger for Hull St Properties, LLC: Request for a Provisional Use Permit under Sections 24-2306 and 24-4315.E of Chapter 24 of the County Code to allow for 24-hour operation of a restaurant with a drive through on part of Parcel 823-720-9629 located on the east line of S. Airport Drive (State Route 156) approximately 390’ north of its intersection with Eastpark Court. The existing zoning is B-2 Business District. The 2026 Comprehensive Plan recommends Office. The site is located in the Enterprise Zone and Airport Safety Overlay District. Staff – Molly Mallow","MULTIPOLYGON (((-77.32314 37.53383, -77.32359 37.53384, -77.32403 37.53384, -77.32471 37.53385, -77.32502 37.53418, -77.32493 37.53427, -77.32472 37.53446, -77.3246 37.53457, -77.32445 37.53468, -77.32433 37.53478, -77.32409 37.53493, -77.32395 37.53501, -77.32368 37.53515, -77.32363 37.53518, -77.32345 37.53527, -77.32335 37.53532, -77.3232 37.5354, -77.32315 37.53543, -77.32314 37.53383)))"
REZ-2024-100932,2024-07-11,830-723-5805,VARINA,401 HANOVER RD,23150-3403,Vacant < 5 Acres,,1947,Hanover Road LLC,Lory Markham,Neha Shinde,"VARINA: REZ-2024-100932 Lory Markham for Hanover Road LLC: Request to conditionally rezone from A-1 Agricultural District to R-2C One-Family Residence District (Conditional) Parcel 830-723-5805 containing 1.66 acres located at the northeast intersection of Hanover Road and Graves Road. The applicant proposes a single-family subdivision. The use will be controlled by zoning ordinance regulations and proffered conditions. The 2026 Comprehensive Plan recommends Suburban Residential 1, density should not exceed 2.4 units per acre. The site is located in the Airport Safety Overlay District. Staff – Neha Shinde","MULTIPOLYGON (((-77.30043 37.54128, -77.30045 37.54129, -77.30088 37.54143, -77.30138 37.5416, -77.30139 37.5416, -77.3014 37.54161, -77.30141 37.54161, -77.30142 37.54162, -77.30142 37.54162, -77.30143 37.54163, -77.30144 37.54164, -77.30144 37.54164, -77.30145 37.54165, -77.30145 37.54166, -77.30146 37.54167, -77.30146 37.54168, -77.30146 37.54169, -77.30146 37.5417, -77.30146 37.54171, -77.30146 37.54172, -77.30145 37.54173, -77.30145 37.54174, -77.30145 37.54175, -77.30144 37.54176, -77.30143 37.54176, -77.30142 37.54177, -77.30137 37.54182, -77.3011 37.54211, -77.30003 37.54172, -77.30006 37.5417, -77.30043 37.54128)))"
REZ-2024-100986,2024-07-11,803-722-6087,VARINA,18 WAYLAND ST,23223,Res - Subd (1 Fam),,1937,Anthony Duncan,Ajamu Thabiti,Kelly Drash,REZ-2024-100986 Ajamu Thabiti for Anthony Duncan: Request to rezone from B-1 Business District to R-5A General Residence District Parcel 803-722-6087 containing 0.40 acres located at the southwest intersection of Wayland Street and Milburn Avenue. The applicant proposes to bring an existing single-family residence into conformance with the zoning ordinance and allow for subdivision of the property for additional single- family homes. The use will be controlled by zoning ordinance regulations. The 2026 Comprehensive Plan recommends Government. Staff – Kelly Drash,"MULTIPOLYGON (((-77.39396 37.54199, -77.39402 37.54211, -77.39416 37.54236, -77.3938 37.54248, -77.39364 37.54219, -77.3936 37.54211, -77.39396 37.54199)))"
REZ-2024-100950,2024-07-11,805-737-7793,FAIRFIELD,4124 VALLEY SIDE DR,23223,Vacant Residential,,0,Joseph B McCutcheon Jr,Lory Markham,Ali Hartwick,"FAIRFIELD: REZ-2024-100950 Lory Markham for Joseph B McCutcheon Jr: Request to amend proffers accepted with C-72C-83 on Parcel 805-737-7793 located on the west line of Valley Side Drive at its intersection with Farm Creek Drive. The applicant proposes to amend a proffer related to recreational space to allow for the development of new single-family homes. The existing zoning is R-3AC One-Family Residence District (Conditional). The 2026 Comprehensive Plan recommends Suburban Residential 2, density should not exceed 3.4 units per acre, and Environmental Protection Area. The site is located in the Airport Safety Overlay District. Staff – Ali Hartwick","MULTIPOLYGON (((-77.38521 37.5837, -77.38526 37.58364, -77.38528 37.58362, -77.38529 37.58361, -77.38537 37.58352, -77.38548 37.58339, -77.38552 37.58335, -77.38558 37.58328, -77.38562 37.58323, -77.38566 37.58318, -77.38571 37.58313, -77.38575 37.58308, -77.38578 37.58305, -77.3864 37.5834, -77.3861 37.58373, -77.38607 37.58378, -77.38603 37.58382, -77.386 37.58386, -77.38596 37.58391, -77.38593 37.58395, -77.3859 37.58399, -77.38586 37.58404, -77.38527 37.58373, -77.38521 37.5837)))"
REZ-2024-101034,2024-07-11,803-733-6779,FAIRFIELD,BYRON ST,23223,Vacant Comm B1-B3,,,"Glenwood Redevelopment, LLC",Jeffrey P Geiger,Seth Humphreys,"REZ-2024-101034 Jeffrey P Geiger for Glenwood Redevelopment, LLC: Request to conditionally rezone from B-2 Business District, R-4 One-Family Residence District, and R-5 General Residence District to UMU-PDC Urban Mixed-Use Planned Development District (Conditional) Parcels 803-733-6779, 803-733-8666, 803-733-8838, 803-733-9862, 803-734-7239, 803-734-9319, and 804-733-0683 containing 34.409 acres located on the north and south line of Byron Street between Carlton Road and Howard Road, and the north and south line of E. Laburnum Avenue at its intersection with Bolling Road and Howard Road. The applicant proposes rezoning for a mixed-use development with residential and commercial uses. The uses will be controlled by zoning ordinance regulations and proffered conditions. The 2026 Comprehensive Plan recommends Commercial Concentration, Multi-Family Residential, and Urban Residential. The site is located in the Airport Safety Overlay District and a portion is located in the Enterprise Zone. Staff – Seth Humphreys","MULTIPOLYGON (((-77.39319 37.57204, -77.39338 37.57202, -77.39342 37.57236, -77.39341 37.57236, -77.39318 37.57238, -77.39303 37.5724, -77.39299 37.57206, -77.39319 37.57204)))"
